gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ACTRT1	0.389986144664587	1.64914124405369	0.792882923152629	0.21437292997749	0.269501836543783
ACTRT2	0.696852560880254	1.85745376523518	0.627642151764851	0.00425195822303567	0.00687945974226413
ACVR1	2464.937396423	0.362972037278681	0.0685558978785076	1.55067487945354e-07	3.91242662861454e-07
ACVR1B	3293.21326155013	0.720748410198082	0.100672336878062	8.28811496471701e-13	3.16788611134463e-12
ACVR1C	86.6246891944812	0.641489928923551	0.188311382911389	0.000451004880208811	0.000816129919241607
ACVR2A	630.744401302453	-0.12686688521228	0.076774460659807	0.0912404620909259	0.123052667939266
ACVR2B	711.636192476556	0.562831684576352	0.101365263313297	2.18697108347377e-08	5.93054171517759e-08
ACVRL1	2310.52350339865	-2.55481776642884	0.10697463037726	1.75713942677478e-126	2.20140284517767e-123
ACY1	110.13511361227	0.654175959908904	0.116177212782026	1.23425280069045e-08	3.41726640986744e-08
ACY3	181.44888360624	2.90966749943209	0.211031568839653	1.07326292997999e-44	2.51853822413931e-43
ACYP1	214.75492498312	0.422509687063783	0.10555272691292	5.44731569101432e-05	0.000108470124634052
ACYP2	318.167925090991	-0.533709922778614	0.094889670247229	1.58097999204608e-08	4.33309185715011e-08
ADA	419.046463415245	0.874864396832444	0.126974379033797	2.88384637324314e-12	1.0607342939652e-11
ADAD1	0.42142022097224	0.544220410071611	0.52555405866107	0.453819677488737	0.532000184386782
ADAD2	9.23669764946302	0.651129221385557	0.242963853767814	0.188226429047802	0.239380453499718
ADAL	276.732384831105	-0.126780132382476	0.0806549232986857	0.11371055830896	0.150849273511698
ADAM1	189.958249188328	-0.0847460643899364	0.117132395529664	0.463947559146028	0.542519129183411
ADAM10	4129.12078922563	-0.222879548360987	0.0852497959844531	0.00743145320770477	0.011660638831544
ADAM11	28.8936704194189	1.13045365766521	0.184906976993321	3.37270212952977e-10	1.05930091536248e-09
ADAM12	825.291916371066	2.99945998197901	0.206300309441664	4.16817861570565e-49	1.20200250591788e-47
ADAM15	10602.0139896283	0.955322437107943	0.0998128543760128	5.59194116069515e-22	3.93214421935878e-21
ADAM17	2372.39225586998	-0.326406370496193	0.0819983828134627	5.94212264993088e-05	0.000117885816731408
ADAM18	1.51228632306012	3.72322793695598	0.78593070397234	8.95885436774766e-07	2.1192817040499e-06
ADAM19	1434.54162444648	0.729352214140358	0.138846812631801	1.01300409461276e-07	2.59446397928589e-07
ADAM2	8.46536266694923	5.18543147794914	0.698721594461237	8.20466889786186e-15	3.6201034692953e-14
ADAM20	3.99993680667425	-0.212145530062146	0.217560522318758	0.314805001525232	0.382807634909437
ADAM21	11.7636843045476	0.718709608605198	0.221667784561921	0.000749690959686452	0.00132556694620426
ADAM21P1	1.56718147065737	1.01033872334919	0.334917416478367	0.00120545951491929	0.0020822916523129
ADAM22	250.618440477276	-0.0433227554482795	0.131727659893767	0.733977007079214	0.803330499206539
ADAM23	79.7420141975994	0.0302214603354641	0.19524645143413	0.607568956964036	0.685338011484926
ADAM28	1286.95359773362	2.25513191531624	0.169270076466959	2.34696208999346e-41	4.75528680066868e-40
ADAM29	10.6566583368528	-1.22566188271718	0.272324737031501	3.35084306108176e-06	7.50843222083215e-06
ADAM30	0.291067320083916	1.70781273227892	0.646080562068342	0.721566931570344	0.792251612729093
ADAM32	33.5382982296595	1.61602582949572	0.196788273118263	3.3141765615658e-17	1.71811484229587e-16
ADAM33	146.050747333981	-0.97410532752569	0.196618880782965	4.49733259520141e-07	1.09170449251224e-06
ADAM3A	0.490556939008684	2.52061810885601	0.9069745242328	0.0488731979452858	0.0688751085404411
ADAM5P	0.189168373121071	0.159372298230684	0.554303919724325	0.786281176994887	0.849212606751208
ADAM6	1.82539356901712	7.10150367755489	1.75000708889506	0.00371771587062412	0.00605723651459032
ADAM7	1.22288910223032	2.7863284537571	0.731147126139196	6.01709431927126e-05	0.000119257772889687
